order_detail_id,order_id,product_id,quantity
3306,1347,4,1
3307,1347,24,4
3308,1348,46,2
3309,1348,19,4
3310,1348,57,5
3311,1349,27,2
3312,1349,25,2
3313,1349,65,3
3314,1349,55,2
3315,1350,68,5
3316,1351,29,4
3317,1352,34,2
3318,1352,42,4
3319,1352,20,1
3320,1352,5,4
3321,1353,15,3
3322,1353,50,3
3323,1353,14,1
3324,1353,69,4
3325,1354,24,1
3326,1354,8,5
3327,1354,44,2
3328,1355,49,2
3329,1355,2,5
3330,1355,3,1
3331,1355,57,1
3332,1356,8,4
3333,1356,38,1
3334,1357,17,2
3335,1358,32,2
3336,1358,54,5
3337,1358,6,3
3338,1359,52,4
3339,1360,9,4
3340,1361,33,1
3341,1362,65,2
3342,1362,45,4
3343,1362,38,2
3344,1363,43,1
3345,1363,69,2
3346,1363,35,3
3347,1363,25,1
3348,1364,10,4
3349,1364,26,3
3350,1364,3,2
3351,1365,2,2
3352,1365,60,3
3353,1365,23,1
3354,1365,44,3
3355,1366,33,3
3356,1366,30,2
3357,1366,16,1
3358,1366,8,3
3359,1367,42,4
3360,1367,31,2
3361,1367,15,5
3362,1368,47,1
3363,1368,64,1
3364,1368,9,5
3365,1368,70,1
3366,1369,25,3
3367,1369,35,1
3368,1369,18,3
3369,1369,63,4
3370,1370,2,3
3371,1371,62,2
3372,1371,40,2
3373,1371,48,5
3374,1371,64,4
3375,1372,12,2
3376,1372,32,3
3377,1372,42,2
3378,1373,30,3
3379,1374,36,1
3380,1374,65,4
3381,1374,59,3
3382,1374,48,5
3383,1375,50,2
3384,1375,4,3
3385,1375,54,4
3386,1376,46,4
3387,1376,64,1
3388,1377,21,1
3389,1377,56,3
3390,1378,30,2
3391,1378,20,1
3392,1379,64,3
3393,1379,20,2
3394,1380,35,5
3395,1380,41,4
3396,1380,1,2
3397,1381,71,4
3398,1381,59,3
3399,1381,35,4
3400,1382,40,1
3401,1382,49,4
3402,1382,20,4
3403,1383,60,5
3404,1383,58,4
3405,1383,42,5
3406,1384,61,1
3407,1384,51,3
3408,1384,49,4
3409,1385,2,5
3410,1385,29,1
3411,1386,47,1
3412,1387,71,5
3413,1387,60,1
3414,1387,7,2
3415,1388,23,1
3416,1388,28,3
3417,1389,44,5
3418,1389,39,1
3419,1390,37,5
3420,1391,54,5
3421,1391,68,4
3422,1392,37,1
3423,1392,60,5
3424,1393,42,2
3425,1394,7,3
3426,1394,71,2
3427,1394,69,5
3428,1394,18,3
3429,1395,70,3
3430,1396,43,4
3431,1396,19,2
3432,1396,66,3
3433,1396,52,3
3434,1397,70,1
3435,1398,49,3
3436,1398,23,3
3437,1399,24,4
3438,1399,57,2
3439,1399,21,1
3440,1400,26,1
3441,1400,2,2
3442,1400,37,3
3443,1401,35,3
3444,1401,36,2
3445,1401,21,3
3446,1401,2,3
3447,1402,56,3
3448,1403,16,2
3449,1403,40,1
3450,1403,45,2
3451,1404,39,4
3452,1404,23,2
3453,1405,35,1
3454,1405,42,2
3455,1405,38,5
3456,1405,8,1
3457,1406,6,1
3458,1406,12,1
3459,1406,25,4
3460,1407,16,5
3461,1408,52,5
3462,1408,53,4
3463,1408,3,4
3464,1409,66,1
3465,1409,29,5
3466,1409,13,2
3467,1410,39,1
3468,1410,4,3
3469,1410,57,2
3470,1410,51,2
3471,1411,61,2
3472,1411,8,3
3473,1411,2,3
3474,1411,71,2
3475,1412,49,2
3476,1413,44,4
3477,1414,5,1
3478,1414,36,2
3479,1415,34,3
3480,1416,33,5
3481,1416,13,5
3482,1416,1,1
3483,1416,68,1
3484,1417,17,5
3485,1418,40,3
3486,1418,30,1
3487,1419,30,5
3488,1419,16,1
3489,1419,7,5
3490,1420,65,2
3491,1421,15,2
3492,1421,44,4
3493,1421,62,4
3494,1422,12,3
3495,1422,39,2
3496,1422,38,2
3497,1422,13,1
3498,1423,65,1
3499,1423,42,2
3500,1424,64,2
3501,1424,42,5
3502,1424,69,3
3503,1425,25,5
3504,1426,42,1
3505,1427,51,4
3506,1427,47,4
3507,1428,17,1
3508,1428,53,2
3509,1428,66,5
3510,1429,21,5
3511,1429,56,1
3512,1430,41,4
3513,1430,26,1
3514,1430,60,5
3515,1431,55,1
3516,1431,21,1
3517,1432,51,3
3518,1433,69,4
3519,1433,11,2
3520,1433,16,4
3521,1434,18,4
3522,1434,22,5
3523,1434,68,3
3524,1435,50,5
3525,1436,42,3
3526,1437,34,5
3527,1437,39,3
3528,1437,57,5
3529,1438,40,4
3530,1438,64,5
3531,1438,38,2
3532,1438,25,5
3533,1439,44,5
3534,1439,3,3
3535,1439,13,3
3536,1439,37,5
3537,1440,35,1
3538,1440,38,1
3539,1441,38,1
3540,1441,21,4
3541,1441,1,2
3542,1441,41,4
3543,1442,10,2
3544,1442,3,1
3545,1443,5,4
3546,1444,65,5
3547,1444,15,1
3548,1444,52,4
3549,1444,44,2
3550,1445,28,4
3551,1445,19,4
3552,1445,21,4
3553,1446,47,4
3554,1446,64,2
3555,1446,51,4
3556,1447,18,4
3557,1448,67,3
3558,1448,18,2
3559,1448,7,5
3560,1448,22,1
3561,1449,31,1
3562,1449,35,3
3563,1449,43,3
3564,1450,67,5
3565,1450,63,5
3566,1450,29,1
3567,1450,69,5
3568,1451,51,1
3569,1452,15,4
3570,1452,11,3
3571,1453,20,3
3572,1453,35,4
3573,1454,10,3
3574,1455,37,2
3575,1455,2,3
3576,1456,51,5
3577,1456,41,1
3578,1456,32,1
3579,1456,64,3
3580,1457,37,1
3581,1458,6,2
3582,1458,58,1
3583,1459,9,4
3584,1459,36,2
3585,1460,67,5
3586,1460,4,2
3587,1460,11,3
3588,1461,67,5
3589,1462,45,2
3590,1462,57,2
3591,1463,50,1
3592,1464,28,2
3593,1464,7,2
3594,1465,24,4
3595,1466,67,3
3596,1467,46,2
3597,1468,45,4
3598,1468,63,2
3599,1469,53,3
3600,1469,59,3
3601,1469,41,3
3602,1469,26,2
3603,1470,44,4
3604,1471,29,4
3605,1471,2,5
3606,1471,66,2
3607,1472,12,2
3608,1473,15,4
3609,1474,28,1
3610,1474,35,5
3611,1474,29,2
3612,1475,10,3
3613,1475,41,2
3614,1475,48,1
3615,1476,24,1
3616,1476,45,4
3617,1477,53,4
3618,1477,13,5
3619,1477,52,1
3620,1478,12,4
3621,1478,44,1
3622,1478,28,5
3623,1479,56,2
3624,1479,12,3
3625,1479,30,3
3626,1480,9,5
3627,1481,35,1
3628,1481,59,1
3629,1481,70,4
3630,1481,5,4
3631,1482,34,3
3632,1483,59,1
3633,1483,56,1
3634,1483,66,2
3635,1484,9,1
3636,1484,54,4
3637,1485,8,5
3638,1486,35,5
3639,1486,38,5
3640,1486,36,4
3641,1486,6,4
3642,1487,27,3
3643,1487,36,2
3644,1487,34,4
3645,1488,53,1
3646,1489,53,3
3647,1490,31,3
3648,1490,10,1
3649,1491,45,5
3650,1491,42,4
3651,1491,61,4
3652,1491,48,5
3653,1492,56,1
3654,1492,37,3
3655,1492,41,2
3656,1492,11,5
3657,1493,70,5
3658,1493,58,5
3659,1493,61,5
3660,1494,67,2
3661,1494,40,4
3662,1494,34,2
3663,1494,42,3
3664,1495,15,4
3665,1495,69,2
3666,1495,68,1
3667,1496,62,1
3668,1496,52,3
3669,1497,6,4
3670,1497,52,2
3671,1498,20,1
3672,1498,59,4
3673,1498,46,5
3674,1498,53,2
3675,1499,33,3
3676,1499,15,3
3677,1499,48,4
3678,1500,19,3
3679,1500,21,4
3680,1501,26,2
3681,1501,5,2
3682,1501,34,2
3683,1502,19,2
3684,1503,33,2
3685,1504,19,4
3686,1504,34,3
3687,1505,31,5
3688,1506,68,2
3689,1506,69,4
3690,1507,53,2
3691,1508,43,5
3692,1508,69,1
3693,1508,15,1
3694,1508,61,2
3695,1509,62,4
3696,1509,43,4
3697,1509,10,5
3698,1510,40,4
3699,1510,10,3
3700,1510,47,1
3701,1510,30,2
3702,1511,71,3
3703,1511,31,3
3704,1511,53,3
3705,1511,55,5
3706,1512,20,3
3707,1512,49,3
3708,1513,45,2
3709,1513,10,3
3710,1513,33,4
3711,1513,51,1
3712,1514,57,5
3713,1514,22,5
3714,1515,53,5
3715,1515,13,2
3716,1515,33,4
3717,1515,64,3
3718,1516,34,4
3719,1516,10,5
3720,1516,68,4
3721,1516,69,2
3722,1517,64,4
3723,1518,20,4
3724,1518,48,4
3725,1518,8,3
3726,1518,67,4
3727,1519,24,4
3728,1519,9,4
3729,1519,58,2
3730,1520,65,2
3731,1520,67,1
3732,1521,21,3
3733,1522,14,2
3734,1522,52,2
3735,1522,21,3
3736,1523,37,3
3737,1523,15,2
3738,1523,2,4
3739,1524,55,2
3740,1525,57,2
3741,1525,48,3
3742,1526,24,2
3743,1526,52,2
3744,1526,54,4
3745,1527,15,2
3746,1528,39,4
3747,1528,50,4
3748,1529,46,5
3749,1529,11,5
3750,1530,18,1
3751,1530,26,2
3752,1530,58,4
3753,1530,13,1
3754,1531,69,3
3755,1531,33,5
3756,1531,70,3
3757,1532,63,2
3758,1532,49,4
3759,1533,48,2
3760,1534,22,1
3761,1535,6,5
3762,1536,54,3
3763,1537,52,2
3764,1537,23,3
3765,1538,40,4
3766,1538,27,5
3767,1538,34,1
3768,1539,70,3
3769,1539,59,4
3770,1540,53,4
3771,1540,24,1
3772,1540,14,5
3773,1540,67,1
3774,1541,17,1
3775,1542,41,5
3776,1542,1,2
3777,1542,50,1
3778,1543,57,5
3779,1543,3,3
3780,1544,42,3
3781,1544,22,1
3782,1544,23,3
3783,1545,50,1
3784,1545,15,4
3785,1546,29,4
3786,1547,63,5
3787,1547,24,2
3788,1547,14,4
3789,1548,52,5
3790,1548,55,3
3791,1548,20,3
3792,1548,60,2
3793,1549,7,5
3794,1549,65,4
3795,1549,43,1
3796,1550,48,4
3797,1550,5,2
3798,1551,67,3
3799,1551,12,2
3800,1551,15,3
3801,1551,41,2
3802,1552,14,5
3803,1552,13,4
3804,1552,69,2
3805,1552,1,1
3806,1553,33,2
3807,1553,12,1
3808,1553,67,4
3809,1554,46,5
3810,1554,47,3
3811,1555,6,1
3812,1555,35,2
3813,1555,27,1
3814,1555,49,5
3815,1556,53,1
3816,1556,51,1
3817,1557,4,1
3818,1557,38,1
3819,1558,25,4
3820,1558,67,3
3821,1559,1,5
3822,1559,18,1
3823,1560,19,2
3824,1560,43,3
3825,1560,47,3
3826,1560,15,2
3827,1561,60,5
3828,1561,1,1
3829,1561,34,5
3830,1561,61,4
3831,1562,46,4
3832,1563,42,2
3833,1564,33,3
3834,1565,12,4
3835,1565,43,5
3836,1566,60,3
3837,1567,1,4
3838,1567,33,5
3839,1567,48,5
3840,1568,18,4
3841,1569,10,1
3842,1569,21,4
3843,1569,38,5
3844,1569,5,3
3845,1570,57,4
3846,1570,54,5
3847,1570,14,1
3848,1570,36,4
3849,1571,13,2
3850,1572,12,1
3851,1572,10,4
3852,1573,54,5
3853,1574,54,2
3854,1575,22,1
3855,1575,71,2
3856,1576,52,3
3857,1576,31,4
3858,1576,21,4
3859,1576,51,1
3860,1577,7,1
3861,1577,63,3
3862,1578,29,5
3863,1578,45,2
3864,1578,1,5
3865,1579,20,5
3866,1580,2,2
3867,1580,68,3
3868,1580,7,2
3869,1581,6,3
3870,1581,53,3
3871,1581,1,2
3872,1582,43,1
3873,1582,71,5
3874,1582,16,4
3875,1582,49,4
3876,1583,70,5
3877,1584,25,4
3878,1585,23,2
3879,1586,46,2
3880,1586,37,2
3881,1587,21,3
3882,1587,63,2
3883,1587,48,1
3884,1587,41,1
3885,1588,64,2
3886,1588,45,1
3887,1588,66,2
3888,1588,17,5
3889,1589,69,4
3890,1589,63,3
3891,1590,66,1
3892,1590,27,2
3893,1590,43,3
3894,1591,38,1
3895,1591,50,3
3896,1591,45,4
3897,1591,60,3
3898,1592,10,2
3899,1592,28,1
3900,1593,1,5
3901,1594,1,1
3902,1594,31,3
3903,1595,24,5
3904,1596,71,3
3905,1596,28,5
3906,1597,26,1
3907,1597,57,5
3908,1597,45,3
3909,1597,5,4
3910,1598,24,2
3911,1598,64,2
3912,1598,70,2
3913,1599,5,4
3914,1599,39,4
3915,1600,35,5
3916,1601,5,5
3917,1601,23,3
3918,1601,61,2
3919,1602,39,3
3920,1602,53,4
3921,1602,32,3
3922,1603,6,4
3923,1604,36,4
3924,1604,71,1
3925,1605,25,4
3926,1605,21,4
3927,1606,37,2
3928,1607,19,1
3929,1608,23,3
3930,1609,50,3
3931,1610,51,1
3932,1610,6,4
3933,1610,5,4
3934,1611,26,3
3935,1612,71,4
3936,1612,39,3
3937,1612,57,4
3938,1613,23,5
3939,1613,46,1
3940,1614,30,3
3941,1614,48,2
3942,1614,70,2
3943,1615,40,3
3944,1616,2,1
3945,1616,5,3
3946,1616,32,5
3947,1617,54,2
3948,1617,8,2
3949,1617,18,2
3950,1618,4,4
3951,1619,5,1
3952,1619,48,4
3953,1619,39,3
3954,1619,56,4
3955,1620,33,5
3956,1620,47,5
3957,1620,51,2
3958,1620,55,3
3959,1621,2,1
3960,1621,64,5
3961,1621,58,1
3962,1622,60,2
3963,1622,11,4
3964,1622,64,3
3965,1623,33,1
3966,1623,34,2
3967,1623,25,3
3968,1624,47,4
3969,1624,27,4
3970,1625,59,3
3971,1625,16,4
3972,1625,31,2
3973,1625,11,5
3974,1626,58,1
3975,1626,59,5
3976,1627,6,2
3977,1627,38,3
3978,1627,4,3
3979,1627,9,3
3980,1628,55,4
3981,1629,16,3
3982,1629,33,1
3983,1629,4,2
3984,1630,8,4
3985,1630,4,2
3986,1630,38,5
3987,1631,59,2
3988,1631,19,4
3989,1631,38,4
3990,1632,21,2
3991,1632,32,3
3992,1632,31,2
3993,1633,35,2
3994,1633,39,3
3995,1633,27,3
3996,1634,10,2
3997,1634,29,3
3998,1635,55,4
3999,1635,37,2
4000,1635,40,3
4001,1635,10,4
4002,1636,61,5
4003,1636,53,1
4004,1637,64,1
4005,1637,39,2
4006,1637,50,5
4007,1638,60,4
4008,1639,58,5
4009,1639,17,3
4010,1640,14,1
4011,1641,41,5
4012,1642,26,2
4013,1643,39,2
4014,1644,56,1
4015,1644,31,4
4016,1644,11,2
4017,1644,45,3
4018,1645,61,3
4019,1645,26,2
4020,1645,8,1
4021,1645,68,5
4022,1646,61,2
4023,1647,68,1
4024,1647,65,1
4025,1647,55,5
4026,1648,60,2
4027,1648,41,4
4028,1648,13,3
4029,1648,52,3
4030,1649,15,5
4031,1650,65,3
4032,1651,40,2
4033,1651,55,4
4034,1652,68,5
4035,1652,42,2
4036,1652,13,4
4037,1653,31,3
4038,1653,60,2
4039,1654,30,5
4040,1655,3,2
4041,1656,32,2
4042,1656,59,3
4043,1657,66,1
4044,1658,12,1
4045,1658,22,2
4046,1659,54,4
4047,1659,40,1
4048,1659,11,5
4049,1660,34,3
4050,1660,57,4
4051,1660,37,1
4052,1661,49,1
4053,1661,11,5
4054,1662,55,4
4055,1662,26,4
4056,1663,61,3
4057,1663,50,1
4058,1663,17,2
4059,1663,38,4
4060,1664,29,5
4061,1664,59,4
4062,1665,39,5
4063,1665,60,2
4064,1666,30,4
4065,1666,63,4
4066,1666,55,5
4067,1667,40,3
4068,1668,37,1
4069,1668,32,3
4070,1669,14,2
4071,1669,43,3
4072,1669,7,4
4073,1670,66,1
4074,1670,24,2
4075,1670,30,4
4076,1670,47,3
4077,1671,40,5
4078,1671,42,1
4079,1671,62,3
4080,1672,33,3
4081,1673,55,5
4082,1673,27,3
4083,1674,28,2
4084,1674,4,5
4085,1675,16,1
4086,1675,30,4
4087,1675,20,1
4088,1675,40,5
4089,1676,68,1
4090,1677,1,3
4091,1677,41,5
4092,1678,21,4
4093,1678,38,4
4094,1678,1,5
4095,1679,6,4
4096,1679,63,3
4097,1679,53,2
4098,1680,44,5
4099,1680,21,1
4100,1680,55,3
4101,1681,34,3
4102,1681,21,4
4103,1681,37,5
4104,1682,13,4
4105,1682,12,3
4106,1682,30,4
4107,1683,42,1
4108,1683,61,2
4109,1683,26,1
4110,1683,18,2
4111,1684,4,2
4112,1685,24,3
4113,1686,27,2
4114,1686,65,4
4115,1687,21,3
4116,1687,57,5
4117,1687,15,2
4118,1687,17,3
4119,1688,2,2
4120,1688,7,5
4121,1688,39,3
4122,1689,58,4
4123,1689,69,1
4124,1690,5,2
4125,1690,53,2
4126,1690,47,2
4127,1690,15,5
4128,1691,61,3
4129,1691,34,4
4130,1691,65,5
4131,1691,17,5
4132,1692,30,4
4133,1692,38,2
4134,1692,69,5
4135,1692,60,4
4136,1693,39,1
4137,1693,26,5
4138,1693,12,5
4139,1693,66,5
4140,1694,37,4
4141,1694,18,5
4142,1695,25,4
4143,1696,69,5
4144,1696,66,4
4145,1697,20,2
4146,1698,53,1
4147,1698,64,2
4148,1699,36,1
4149,1699,56,2
4150,1699,25,1
4151,1700,1,2
4152,1700,64,5
4153,1700,70,4
4154,1701,63,4
4155,1701,9,2
4156,1702,56,3
4157,1702,38,4
4158,1703,38,5
4159,1703,39,2
4160,1703,46,3
4161,1703,32,2
4162,1704,41,4
4163,1704,45,1
4164,1704,35,2
4165,1705,32,3
4166,1705,24,3
4167,1705,62,4
4168,1705,42,4
4169,1706,40,1
4170,1707,34,3
4171,1707,55,2
4172,1707,66,1
4173,1708,1,4
4174,1709,5,2
4175,1709,66,3
4176,1709,10,5
4177,1709,1,3
4178,1710,54,2
4179,1710,50,5
4180,1710,59,4
4181,1710,5,3
4182,1711,59,4
4183,1711,12,5
4184,1712,20,4
4185,1712,55,1
4186,1713,50,5
4187,1713,68,5
4188,1713,65,5
4189,1714,36,2
4190,1714,70,1
4191,1714,3,5
4192,1715,8,4
4193,1715,61,1
4194,1716,31,3
4195,1716,54,3
4196,1716,21,4
4197,1717,53,3
4198,1717,10,4
4199,1718,22,2
4200,1718,50,1
4201,1718,40,3
4202,1719,4,4
4203,1719,30,4
4204,1719,68,5
4205,1720,20,2
4206,1721,17,2
4207,1721,52,1
4208,1721,54,4
4209,1722,10,3
4210,1722,25,3
4211,1722,6,2
4212,1723,25,2
4213,1723,28,4
4214,1723,29,1
4215,1724,5,5
4216,1724,62,1
4217,1724,61,3
4218,1725,18,2
4219,1725,28,3
4220,1726,6,5
4221,1726,2,5
4222,1727,59,2
4223,1727,4,4
4224,1727,11,2
4225,1728,26,2
4226,1728,55,3
4227,1729,8,5
4228,1729,5,5
4229,1729,53,5
4230,1730,46,3
4231,1730,33,5
4232,1731,48,1
4233,1731,40,5
4234,1732,20,5
4235,1733,24,3
4236,1734,2,4
4237,1734,31,1
4238,1734,69,1
4239,1734,21,3
4240,1735,35,2
4241,1735,6,1
4242,1735,71,5
4243,1736,11,5
4244,1737,35,4
4245,1737,34,1
4246,1738,12,5
4247,1739,21,5
4248,1740,10,2
4249,1740,7,2
4250,1741,65,5
4251,1742,51,5
4252,1742,54,5
4253,1742,70,3
4254,1743,35,2
4255,1744,41,2
4256,1744,14,2
4257,1744,7,1
4258,1744,16,1
4259,1745,56,2
4260,1745,70,2
4261,1745,10,5
4262,1745,15,5
4263,1746,17,5
4264,1746,53,4
4265,1747,3,1
4266,1747,30,5
4267,1747,6,2
4268,1748,63,4
4269,1748,46,5
4270,1749,5,4
4271,1750,4,5
4272,1750,21,3
4273,1750,8,3
4274,1751,55,3
4275,1752,3,5
4276,1752,51,5
4277,1752,56,3
4278,1752,55,2
4279,1753,4,4
4280,1753,60,5
4281,1754,22,1
4282,1755,54,2
4283,1755,33,5
4284,1755,11,3
4285,1755,44,4
4286,1756,5,2
4287,1756,30,4
4288,1757,66,2
4289,1757,35,3
4290,1757,48,2
4291,1758,6,4
4292,1759,47,1
4293,1759,34,2
4294,1759,57,3
4295,1759,1,1
4296,1760,29,4
4297,1760,71,2
4298,1760,36,4
4299,1761,27,3
4300,1761,12,4
4301,1761,68,3
4302,1761,15,5
4303,1762,49,4
4304,1762,13,5
4305,1762,47,4
4306,1763,32,1
4307,1763,5,5
4308,1763,36,2
4309,1764,71,2
4310,1764,24,5
4311,1765,2,2
4312,1765,1,2
4313,1765,61,1
4314,1766,24,2
4315,1766,5,3
4316,1766,14,4
4317,1767,45,5
4318,1767,61,4
4319,1767,25,4
4320,1767,1,2
4321,1768,42,5
4322,1769,43,5
4323,1769,71,5
4324,1770,12,2
4325,1770,58,2
4326,1771,22,2
4327,1772,13,1
4328,1773,69,4
4329,1774,41,4
4330,1774,64,3
4331,1774,26,4
4332,1774,6,3
4333,1775,31,3
4334,1775,63,1
4335,1775,29,2
4336,1775,48,5
4337,1776,4,3
4338,1776,21,4
4339,1776,66,5
4340,1776,43,1
4341,1777,70,3
4342,1777,6,1
4343,1777,28,1
4344,1778,19,4
4345,1779,19,5
4346,1779,34,3
4347,1779,62,1
4348,1779,31,2
4349,1780,58,2
4350,1780,71,2
4351,1781,68,1
4352,1781,64,2
4353,1782,30,1
4354,1782,2,4
4355,1783,5,4
4356,1783,71,4
4357,1784,7,5
4358,1784,17,2
4359,1784,71,2
4360,1784,25,3
4361,1785,67,1
4362,1785,28,5
4363,1785,38,4
4364,1785,69,4
4365,1786,70,2
4366,1787,38,3
4367,1787,27,2
4368,1788,66,4
4369,1788,58,4
4370,1789,5,4
4371,1789,53,3
4372,1790,20,4
4373,1791,36,5
4374,1791,28,2
4375,1792,4,5
4376,1792,47,2
4377,1793,34,2
4378,1793,43,1
4379,1794,70,3
4380,1794,38,1
4381,1794,7,4
4382,1795,22,2
4383,1795,64,4
4384,1795,27,2
4385,1795,51,4
4386,1796,52,5
4387,1796,67,2
4388,1797,42,4
4389,1797,23,2
4390,1797,12,1
4391,1798,20,1
4392,1799,32,1
4393,1799,44,4
4394,1800,44,2
4395,1801,17,1
4396,1801,7,2
4397,1802,49,3
4398,1803,63,4
4399,1803,25,2
4400,1803,60,4
4401,1803,48,5
4402,1804,40,4
4403,1804,45,1
4404,1804,61,4
4405,1805,5,1
4406,1805,25,3
4407,1805,34,5
4408,1805,37,4
4409,1806,16,2
4410,1806,5,2
4411,1807,42,4
4412,1807,11,1
4413,1808,32,3
4414,1808,22,1
4415,1808,62,3
4416,1808,16,1
4417,1809,24,1
4418,1809,61,4
4419,1809,68,1
4420,1810,22,2
4421,1810,44,1
4422,1811,45,2
4423,1811,70,2
4424,1811,32,2
4425,1811,47,3
4426,1812,71,1
4427,1812,39,4
4428,1813,18,4
4429,1813,67,2
4430,1813,42,4
4431,1813,65,1
4432,1814,47,2
4433,1814,9,4
4434,1814,59,1
4435,1814,45,2
4436,1815,22,3
4437,1815,37,2
4438,1816,18,3
4439,1816,60,5
4440,1816,56,4
4441,1817,7,2
4442,1817,43,4
4443,1818,31,3
4444,1819,61,4
4445,1819,10,1
4446,1820,63,5
4447,1820,34,3
4448,1820,21,3
4449,1820,11,1
4450,1821,67,4
4451,1821,39,5
4452,1821,36,5
4453,1822,48,1
4454,1823,62,1
4455,1823,53,4
4456,1823,59,5
4457,1824,11,2
4458,1825,71,1
4459,1826,43,4
4460,1826,14,5
4461,1827,7,1
4462,1827,24,2
4463,1828,38,3
4464,1828,7,3
4465,1828,55,4
4466,1829,46,4
4467,1830,61,2
4468,1830,8,2
4469,1831,5,1
4470,1832,25,2
4471,1832,23,3
4472,1832,49,2
4473,1833,41,2
4474,1834,59,3
4475,1834,27,2
4476,1834,62,4
4477,1834,66,3
4478,1835,47,2
4479,1836,25,4
4480,1836,54,3
4481,1836,31,1
4482,1837,42,5
4483,1838,8,4
4484,1838,47,5
4485,1839,1,3
4486,1839,48,2
4487,1839,34,4
4488,1840,5,1
4489,1841,71,3
4490,1842,10,2
4491,1842,38,4
4492,1842,3,2
4493,1843,27,3
4494,1843,45,2
4495,1844,45,5
4496,1844,36,4
4497,1844,31,4
4498,1845,65,4
4499,1845,67,3
4500,1846,8,1
4501,1847,44,3
4502,1848,65,2
4503,1849,55,3
4504,1849,69,1
4505,1850,51,5
4506,1850,37,5
4507,1851,13,3
4508,1851,15,1
4509,1851,53,4
4510,1851,35,3
4511,1852,63,1
4512,1852,70,1
4513,1852,55,2
4514,1852,61,1
4515,1853,31,5
4516,1853,19,5
4517,1854,64,4
4518,1854,6,1
4519,1855,9,5
4520,1855,34,4
4521,1855,40,1
4522,1855,24,4
4523,1856,51,3
4524,1857,66,3
4525,1858,5,4
4526,1858,70,4
4527,1858,18,3
4528,1858,4,1
4529,1859,46,4
4530,1859,30,5
4531,1860,19,1
4532,1861,13,4
4533,1861,51,3
4534,1861,18,4
4535,1862,52,4
4536,1863,13,5
4537,1863,35,1
4538,1863,45,2
4539,1864,37,4
4540,1864,42,3
4541,1864,69,2
4542,1865,7,1
4543,1866,35,2
4544,1866,68,4
4545,1866,65,4
4546,1866,25,5
4547,1867,52,3
4548,1867,51,4
4549,1868,38,3
4550,1869,15,4
4551,1869,12,3
4552,1870,13,1
4553,1870,54,4
4554,1871,43,3
4555,1872,8,3
4556,1872,49,5
4557,1872,60,4
4558,1873,51,3
4559,1873,56,2
4560,1873,35,4
4561,1873,28,1
4562,1874,64,1
4563,1874,67,4
4564,1874,15,2
4565,1875,43,1
4566,1875,32,2
4567,1875,34,4
4568,1876,12,2
4569,1876,66,5
4570,1876,21,2
4571,1877,42,5
4572,1877,2,1
4573,1877,21,3
4574,1878,8,4
4575,1878,55,2
4576,1878,42,5
4577,1879,60,1
4578,1879,51,5
4579,1880,42,5
4580,1880,51,4
4581,1880,39,1
4582,1880,48,5
4583,1881,36,3
4584,1881,7,5
4585,1882,41,1
4586,1883,6,4
4587,1884,69,2
4588,1885,1,2
4589,1885,14,4
4590,1885,11,3
4591,1886,1,4
4592,1886,40,5
4593,1886,24,3
4594,1887,11,3
4595,1887,1,3
4596,1888,44,1
4597,1888,61,1
4598,1888,11,1
4599,1888,68,5
4600,1889,19,4
4601,1890,39,1
4602,1891,62,4
4603,1891,67,4
4604,1892,11,3
4605,1893,4,2
4606,1894,24,4
4607,1894,30,2
4608,1894,19,2
4609,1894,41,2
4610,1895,62,1
4611,1896,56,3
4612,1896,49,3
4613,1896,14,5
4614,1896,5,5
4615,1897,27,1
4616,1897,54,2
4617,1897,65,1
4618,1898,37,4
4619,1898,62,5
4620,1899,48,1
4621,1899,41,2
4622,1899,40,5
4623,1899,29,1
4624,1900,54,5
4625,1901,44,1
4626,1901,57,2
4627,1901,65,2
4628,1901,13,4
4629,1902,64,1
4630,1902,42,1
4631,1903,19,4
4632,1903,70,4
4633,1904,32,1
4634,1904,11,2
4635,1904,41,4
4636,1905,2,2
4637,1905,31,5
4638,1905,8,5
4639,1905,66,1
4640,1906,9,1
4641,1907,61,5
4642,1908,23,3
4643,1908,53,5
4644,1908,32,4
4645,1908,11,1
4646,1909,40,1
4647,1910,11,1
4648,1910,63,1
4649,1911,56,1
4650,1911,1,3
4651,1912,57,2
4652,1912,67,4
4653,1913,22,1
4654,1913,60,4
4655,1913,39,1
4656,1913,55,1
4657,1914,6,4
4658,1914,57,4
4659,1915,70,5
4660,1916,69,3
4661,1916,21,1
4662,1917,26,4
4663,1917,10,1
4664,1918,39,1
4665,1918,54,5
4666,1918,21,2
4667,1918,50,1
4668,1919,24,1
4669,1919,10,1
4670,1919,15,4
4671,1919,12,5
4672,1920,52,4
4673,1920,15,2
4674,1920,64,2
4675,1921,28,2
4676,1921,60,5
4677,1922,48,5
4678,1923,2,2
4679,1923,65,2
4680,1923,54,4
4681,1923,20,5
4682,1924,60,3
4683,1924,58,2
4684,1924,46,3
4685,1925,26,4
4686,1925,53,3
4687,1926,53,4
4688,1927,27,5
4689,1927,31,2
4690,1928,65,3
4691,1928,12,1
4692,1928,13,3
4693,1928,39,2
4694,1929,9,4
4695,1929,58,2
4696,1929,33,1
4697,1929,15,5
4698,1930,21,2
4699,1930,46,1
4700,1930,30,2
4701,1931,43,3
4702,1932,21,3
4703,1932,64,5
